ID	Statement	Question	QuestionType	StatementType	SentimentType
1123906481	or did someone find my pants i lost 2 years ago drunk pool hopping?	False	N/A	exclamation	love
1162200976	or did someone find my pants i lost 2 years ago drunk pool hopping?	False	N/A	exclamation	love
1861066681	ill listen to that when i go to bed tonight.	False	N/A	exclamation	happy
1716469682	sweet thank you, and what do you mean? like she wears the pants?	True	general	N/A	love
1516852344	sweet thank you, and what do you mean? like she wears the pants?	True	general	N/A	love
1621838675	Lay down head phone in lights off	False	N/A	statement	happy
1833318117	U musta lost ur pants again lnfao	False	N/A	statement	mean
104959274	U musta lost ur pants again lnfao	False	N/A	statement	mean
1544459061	Thats what I was talkings about	True	disjunctive	N/A	neutral
245123657	I can prob do that lol	False	N/A	exclamation	nice
606245654	I can prob do that lol	False	N/A	exclamation	nice
857350054	Cody sent an attachment.	False	N/A	command	neutral
2111726167	Thats what I was talkings about	True	disjunctive	N/A	neutral
105726665	U left an I was like fuck did I give him to go lmao	False	N/A	exclamation	sad
1630288886	Thats what I was talkings about	True	disjunctive	N/A	neutral
2007966683	Still boo lol	False	N/A	command	love
1442322556	Cody sent an attachment.	False	N/A	command	neutral
134965273	Cody sent an attachment.	False	N/A	command	neutral
2074779130	Ur just stoned lol	False	N/A	command	sad
497254564	I support u eather way	False	N/A	exclamation	love
1065239078	I support u eather way	False	N/A	exclamation	love
232972954	Damn thought it did	False	N/A	command	disgust
575601756	Or take a break	False	N/A	command	mean
232862260	Or take a break	False	N/A	command	mean
1667937499	all good though thank you. im actually tired now	False	N/A	command	neutral
237414630	U left an I was like fuck did I give him to go lmao	False	N/A	exclamation	sad
644263165	U left an I was like fuck did I give him to go lmao	False	N/A	exclamation	sad
1728412873	Did I give u any to take with u ?	False	N/A	exclamation	sad
1593489543	Still boo lol	False	N/A	command	love
131889965	Still boo lol	False	N/A	command	love
1645822117	lol making kd	False	N/A	command	sad
2041709695	Ur just stoned lol	False	N/A	command	sad
247575463	Ur just stoned lol	False	N/A	command	sad
588126246	Its alive	False	N/A	statement	mean
1277367310	Damn thought it did	False	N/A	command	disgust
1882756240	Damn thought it did	False	N/A	command	disgust
1263820555	lmfao im inside to and my window faces downtown lol i wouldnt see it regardless	False	N/A	exclamation	love
1052876804	all good though thank you. im actually tired now	False	N/A	command	neutral
1840387145	all good though thank you. im actually tired now	False	N/A	command	neutral
589894282	Good think I didnt send u a smoke signal ya wouldnt have gotten it lnfao	False	N/A	statement	neutral
879714967	no lol	False	N/A	command	disgust
1855621787	no lol	False	N/A	command	disgust
379900642	Jeepers lmfao	False	N/A	command	nice
1424655372	Did I give u any to take with u ?	False	N/A	exclamation	sad
1298222604	Did I give u any to take with u ?	False	N/A	exclamation	sad
350891621	lol making kd	False	N/A	command	sad
1914170415	Lmao	False	N/A	command	nice
688153935	lol making kd	False	N/A	command	sad
1725924312	lmfao fair enough. ill go find some pants.	False	N/A	exclamation	angry
829954432	Its alive	False	N/A	statement	mean
744251663	If u cant figure that one out I guess it in worst shape then me bahahaha	True	special	N/A	love
526705362	Lomao	False	N/A	command	nice
1027197468	Lomao	False	N/A	command	nice
594079375	Well Im bout to go toke lmao	False	N/A	command	angry
112908872	lmfao im inside to and my window faces downtown lol i wouldnt see it regardless	False	N/A	exclamation	love
265683670	lmfao im inside to and my window faces downtown lol i wouldnt see it regardless	False	N/A	exclamation	love
1027814615	for what?	True	choice	N/A	angry
2059052784	Good think I didnt send u a smoke signal ya wouldnt have gotten it lnfao	False	N/A	statement	neutral
262632821	Good think I didnt send u a smoke signal ya wouldnt have gotten it lnfao	False	N/A	statement	neutral
1789458740	Jeepers lmfao	False	N/A	command	nice
708115664	Lol	False	N/A	command	nice
1841318177	Jeepers lmfao	False	N/A	command	nice
250429778	I guess its see u in 20 mins then lol	False	N/A	exclamation	love
1756700483	Lmao	False	N/A	command	nice
1718912492	Lmao	False	N/A	command	nice
2145112952	lmfao fair enough. ill go find some pants.	False	N/A	exclamation	angry
1141236010	Lmao	False	N/A	command	nice
594245839	lmfao fair enough. ill go find some pants.	False	N/A	exclamation	angry
2010207195	lol i can smell the picture xD	False	N/A	statement	love
2035528383	If u cant figure that one out I guess it in worst shape then me bahahaha	True	special	N/A	love
314350163	Well Im bout to go toke lmao	False	N/A	command	angry
334120443	Smells nice	False	N/A	command	racist
954222372	Well Im bout to go toke lmao	False	N/A	command	angry
860958085	for what?	True	choice	N/A	angry
679678686	lol	False	N/A	command	nice
413708833	for what?	True	choice	N/A	angry
202149028	Lol	False	N/A	command	nice
1219998248	Oh ya man	False	N/A	command	neutral
1074567917	Lol	False	N/A	command	nice
1924846286	I guess its see u in 20 mins then lol	False	N/A	exclamation	love
2115320873	that looks pretty nice to.	False	N/A	statement	neutral
2080501026	I guess its see u in 20 mins then lol	False	N/A	exclamation	love
